,name,sex,dob,zip,citizenship,marital_status,last_voted
727,"Rodriguez, Emily",Female,1983-01-04,2100,Denmark,Married/separated,0
728,"Johnson, Alisha",Female,1977-03-31,2200,Denmark,Never married,2
729,"Lovato, Savannah",Female,1986-01-21,2200,Denmark,Married/separated,0
730,"Mccorkel, Makayla",Female,1976-11-25,2200,Denmark,Divorced,0
731,"al-Karimi, Raita",Female,1985-01-06,2100,Denmark,Never married,0
732,"Radspinner, Jennifer",Female,1975-03-29,2300,Latvia,Married/separated,2
733,"Bacchus, Tahvian",Male,1977-04-09,2400,Denmark,Married/separated,0
734,"White, Byron",Male,1981-06-11,2300,Denmark,Married/separated,0
735,"Alderman, Angela",Female,1984-11-08,2300,Denmark,Never married,0
736,"Kuhlman, Casey",Female,1983-03-09,2400,Denmark,Never married,0
737,"al-Can, Aanisa",Female,1975-01-14,2300,Vietnam,Divorced,0
738,"al-Rahman, Raaid",Male,1977-12-25,2400,Denmark,Divorced,0
739,"Randall, Dylan",Male,1976-01-18,2300,Denmark,Never married,2
740,"Chheng, Shawn",Male,1981-01-13,2200,Denmark,Married/separated,0
741,"Mikel, Simone",Female,1974-05-30,2200,Denmark,Married/separated,0
742,"Kixmiller, Lindsay",Female,1988-12-23,2100,Denmark,Never married,0
743,"Archer, David",Male,1987-04-21,2400,Denmark,Never married,0
744,"al-Mian, Inaaya",Female,1974-12-06,2400,Denmark,Married/separated,0
745,"Pensoneau, Sullivan",Male,1979-03-01,2200,Denmark,Divorced,0
746,"el-Bilal, Ghazaala",Female,1975-12-27,2100,Stateless,Divorced,0
747,"Kabotie, Duncan",Male,1983-08-14,2400,Denmark,Married/separated,2
748,"Reyes, Sandra",Female,1978-03-21,2300,Denmark,Married/separated,2
749,"Sims, Miles",Male,1976-09-06,2300,Denmark,Married/separated,0
750,"Dizayee, Ariana",Female,1986-03-10,2300,Denmark,Never married,0
751,"Eschino, David",Male,1982-09-28,2300,Denmark,Never married,2
752,"Makaiwi, Richard",Male,1981-01-15,2200,Denmark,Married/separated,0
753,"el-Hoque, Shabeeba",Female,1987-02-17,2200,Denmark,Never married,0
754,"Madril, Leroy",Male,1980-08-21,2400,Denmark,Never married,0
755,"Kazziha, Johnathon",Male,1979-04-07,2300,Denmark,Married/separated,0
756,"Xiong, Rick",Male,1985-05-31,2400,Denmark,Never married,2
757,"el-Khalid, Ziyaad",Male,1978-11-01,2300,Denmark,Married/separated,0
758,"al-Jan, Jumaima",Female,1978-02-01,2400,Jordan,Never married,2
759,"French, Joshua",Male,1977-09-01,2300,Denmark,Never married,0
760,"Meyers, Samantha",Female,1976-11-19,2300,Denmark,Married/separated,2
761,"el-Karim, Saara",Female,1988-02-29,2400,Afghanistan,Never married,0
762,"Anton, Ryan",Male,1976-04-14,2400,Denmark,Never married,0
763,"Redhorse, Victoria",Female,1974-07-27,2200,Denmark,Married/separated,0
764,"George, Caroline",Female,1981-06-30,2200,Denmark,Married/separated,2
765,"Begay-Watson, Condeladio",Male,1987-07-01,2100,Denmark,Never married,2
766,"al-Shakoor, Thanaa",Female,1980-09-11,2300,Denmark,Married/separated,2
767,"al-Yassin, Safwa",Female,1980-10-16,2100,Denmark,Married/separated,0
768,"Gopalakrishnan, Kara",Female,1983-02-26,2400,Denmark,Married/separated,0
769,"al-Basha, Hazm",Male,1987-06-09,2100,Denmark,Married/separated,2
770,"Walker Jr, Amber",Female,1983-08-18,2200,Bosnia and Herzegovina,Never married,0
771,"Torres, Carlos",Male,1975-06-29,2400,Denmark,Married/separated,0
772,"Rodriguez, Jerod",Male,1982-09-04,2300,Denmark,Married/separated,0
773,"Saldivar, Margarita",Female,1987-03-17,2400,Denmark,Married/separated,0
774,"Johnson, Jeremy",Male,1987-08-23,2300,Denmark,Never married,2
775,"Hughes, Kayla",Female,1985-03-23,2400,Denmark,Never married,0
776,"Vaskin, Danielle",Female,1983-05-22,2200,Denmark,Never married,0
777,"Rios, Lestat",Male,1975-08-09,2400,Denmark,Married/separated,2
778,"Moua, Rani",Female,1983-02-20,2400,Denmark,Never married,0
779,"Blackmore, K'Sandra",Female,1985-12-19,2400,Denmark,Married/separated,0
780,"Pascua, Brandon",Male,1987-07-26,2100,Denmark,Married/separated,0
781,"Padilla-Scott, Eduardo",Male,1984-11-28,2200,Denmark,Never married,0
782,"Anderson, Nicholas",Male,1981-06-03,2200,Denmark,Married/separated,2
783,"Ranjo, Sabrina",Female,1988-02-01,2300,Denmark,Married/separated,2
784,"al-Nasir, Nawwaara",Female,1985-10-13,2400,Denmark,Married/separated,0
785,"Thesz, Jacob",Male,1977-03-02,2100,Denmark,Never married,0
786,"Knoeppchen-Carson, Scott",Male,1982-03-02,2300,Denmark,Married/separated,2
787,"al-Hashim, Sulama",Female,1979-09-09,2100,Denmark,Divorced,2
788,"Keto, Melanie",Female,1975-07-18,2100,Eritrea,Married/separated,0
789,"Ngo, Noella",Female,1986-08-24,2300,Denmark,Married/separated,0
790,"Stewart, Blake",Male,1977-10-04,2400,Denmark,Divorced,0
791,"Stauffer, Brenna",Female,1984-05-18,2100,Denmark,Married/separated,0
792,"Blackman, Savannah",Female,1982-01-28,2100,Netherlands,Never married,0
793,"Richardson, Talia",Female,1984-02-29,2300,Denmark,Never married,0
794,"Akindele, Jhoirhaz",Male,1977-05-07,2400,Denmark,Married/separated,0
795,"Pak, Anna Liza",Female,1981-02-19,2100,Denmark,Married/separated,0
796,"Valdez Suarez, Jessea",Female,1980-03-04,2100,Denmark,Married/separated,2
797,"Dessau, Sarah",Female,1979-05-25,2100,Denmark,Married/separated,0
798,"Baker, Jesse",Male,1985-01-10,2200,Denmark,Married/separated,2
799,"Downs, Kyle",Male,1988-03-11,2100,Denmark,Married/separated,2
800,"al-Rizk, Nabeeh",Male,1977-09-09,2200,Denmark,Married/separated,0
801,"Brazee, Bryan",Male,1986-04-09,2400,Denmark,Married/separated,0
802,"Varela Munoz, Adriana",Female,1976-08-15,2300,Denmark,Married/separated,0
803,"al-Malek, Idrees",Male,1974-10-27,2400,Denmark,Never married,2
804,"Brockmann, Tessa",Female,1987-10-25,2300,Denmark,Never married,0
805,"Xiong, Dimitri",Male,1975-10-05,2200,Denmark,Married/separated,0
806,"Killman, Zacheriah",Male,1978-04-19,2300,Denmark,Divorced,0
807,"al-Ullah, Juwairiya",Female,1988-08-31,2200,Denmark,Never married,2
808,"Khanal, Ntxuam",Male,1983-03-29,2100,Denmark,Married/separated,0
809,"al-Munir, Laaiqa",Female,1978-08-18,2300,Denmark,Never married,2
810,"Thomas, Adam",Male,1981-08-05,2200,Denmark,Never married,0
811,"Elder, Shelbey",Female,1987-02-01,2200,Denmark,Married/separated,2
812,"Stevens, Michael",Male,1988-07-26,2100,Denmark,Never married,0
813,"al-Nazar, Silmi",Male,1982-09-17,2100,Denmark,Never married,0
814,"Christy, Chris",Male,1981-01-11,2100,Denmark,Married/separated,0
815,"Saenz, Cory",Male,1988-12-12,2100,Denmark,Never married,0
816,"Mporampora, Isaiah",Male,1983-11-11,2200,Denmark,Never married,0
817,"Wong, Conor",Male,1988-08-27,2200,Denmark,Never married,0
818,"Orr, Vaughn",Male,1980-12-14,2400,Denmark,Married/separated,0
819,"Little, Donovan",Male,1989-01-30,2400,Denmark,Married/separated,0
820,"Farley, John",Male,1982-07-05,2200,Denmark,Never married,0
821,"Cosby, Jamel",Male,1987-01-10,2400,Denmark,Never married,2
822,"Sandoval, Andrea",Female,1985-12-18,2300,Denmark,Married/separated,0
823,"Johnson, Meagan",Female,1977-07-17,2400,Denmark,Married/separated,0
824,"Romero-Rough, William",Male,1982-07-01,2200,Denmark,Married/separated,2
825,"Taylor, Rachel",Female,1986-08-08,2400,Denmark,Never married,2
826,"Valles, Rainstorm",Female,1983-05-30,2300,Denmark,Never married,0
827,"Franco, Jasmyn",Female,1984-06-30,2200,Denmark,Never married,0
828,"Avitia Caraveo, Maryen",Female,1984-04-10,2200,Denmark,Divorced,2
829,"Trujillo, Christian",Male,1974-07-04,2200,Denmark,Never married,0
830,"Joe, Brandon",Male,1978-08-10,2400,Denmark,Divorced,2
831,"Holloman, Alex",Male,1988-06-03,2400,Denmark,Never married,2
832,"Stencel, Michael",Male,1988-02-28,2100,Denmark,Never married,0
833,"Christy, Rahiem",Male,1980-03-26,2100,Denmark,Married/separated,0
834,"Malacara, Destiny",Female,1981-10-27,2300,Denmark,Never married,2
835,"Samuels, Destinee",Female,1984-06-11,2400,Denmark,Married/separated,0
836,"Johnson, Alexis",Female,1979-02-22,2300,Denmark,Married/separated,2
837,"Nichols, Ali",Male,1984-12-25,2100,Denmark,Married/separated,0
838,"Sutherburg, Abdul",Male,1982-05-20,2400,Denmark,Divorced,0
839,"Gonzalez, Chance",Male,1979-08-18,2400,Denmark,Divorced,2
840,"al-Zaher, Saadiq",Male,1976-08-26,2200,Denmark,Never married,0
841,"el-Dia, Mahuroos",Male,1988-11-29,2300,Denmark,Married/separated,2
842,"el-Adel, Saalim",Male,1985-09-10,2400,Denmark,Married/separated,0
843,"al-Reza, Alawi",Male,1984-03-23,2100,Denmark,Never married,0
844,"Stone, Caleb",Male,1974-06-13,2100,Denmark,Never married,0
845,"Geier, Andrew",Male,1988-09-25,2400,Denmark,Never married,0
846,"Huang, James",Male,1976-05-25,2200,Denmark,Never married,2
847,"Mix, Cody",Male,1979-11-25,2200,Denmark,Married/separated,0
848,"Diakite, Elias",Male,1989-01-16,2400,Denmark,Never married,0
849,"Moua, Monica",Female,1980-10-19,2100,Denmark,Never married,0
850,"Zollar, Timothy",Male,1974-05-14,2400,Denmark,Married/separated,0
851,"Wilson, Donovan",Male,1976-06-23,2400,Pakistan,Married/separated,2
852,"Zhen, Karen",Female,1974-06-21,2300,Denmark,Never married,0
853,"Vetter, Lucas",Male,1988-06-16,2200,Denmark,Never married,0
854,"Medrano Guzman, Samantha",Female,1977-03-04,2400,Denmark,Never married,0
855,"Hill, Talea",Female,1980-07-20,2100,Denmark,Married/separated,2
856,"el-Husain, Ulyaa",Female,1982-07-27,2400,Denmark,Divorced,0
857,"Garnier, Morgan",Female,1979-03-08,2300,Denmark,Never married,0
858,"Said, Ladezhane",Female,1980-05-13,2200,Denmark,Married/separated,0
859,"Vaughn, Don",Male,1983-08-09,2300,Denmark,Married/separated,0
860,"Collins, Camille",Female,1985-09-30,2400,Denmark,Married/separated,0
861,"Phan, Irena",Female,1975-02-08,2200,Sweden,Married/separated,0
862,"Dimock, Jami",Female,1978-03-03,2200,Denmark,Married/separated,0
863,"Karsanbhai, Stephanie",Female,1976-08-20,2400,Syria,Married/separated,0
864,"Balles, Samantha",Female,1976-09-22,2200,Denmark,Never married,0
865,"al-Wakim, Marjaana",Female,1983-09-03,2100,Bosnia and Herzegovina,Never married,2
866,"Hendry, Jessica",Female,1977-12-30,2200,Denmark,Married/separated,2
867,"al-Rashid, Waliyya",Female,1975-03-16,2300,Denmark,Married/separated,0
868,"al-Bacho, Kulthum",Female,1977-04-23,2100,Denmark,Married/separated,2
869,"Paswaters, Richard",Male,1979-01-01,2100,Denmark,Married/separated,0
870,"Deuth, Trey",Male,1976-01-17,2300,Denmark,Divorced,0
871,"Ruiz, Akelah",Female,1978-12-26,2100,Denmark,Married/separated,0
872,"al-Begum, Mu'hsina",Female,1978-05-11,2200,Denmark,Never married,0
873,"Melton, Kiana",Female,1965-07-09,2300,Denmark,Married/separated,0
874,"Rentas, Aaron",Male,1970-09-18,2400,Denmark,Never married,2
875,"al-Burki, Saamiqa",Female,1959-02-12,2400,Denmark,Married/separated,2
876,"Nguyen, Jasmine",Female,1965-12-22,2200,Denmark,Married/separated,2
877,"Bishop, Alan",Male,1959-09-22,2400,Denmark,Married/separated,0
878,"Olivares, Jasmine",Female,1969-05-29,2300,Denmark,Married/separated,0
879,"Kuch, Patrick",Male,1973-09-14,2400,Denmark,Divorced,2
880,"Quintrall, Kathleen",Female,1969-06-04,2200,Denmark,Married/separated,0
881,"Sisneros-Lobato, Daniel",Male,1969-05-31,2400,Denmark,Married/separated,0
882,"Jones, Quanisha",Female,1962-01-21,2200,Denmark,Divorced,0
883,"Sims, Edwin",Male,1967-07-01,2100,Denmark,Married/separated,0
884,"Zong-Liscum, Joseph",Male,1970-06-20,2200,Denmark,Divorced,0
885,"Veloz, Markus",Male,1968-11-03,2200,Denmark,Married/separated,2
886,"Mack, Obed",Male,1968-03-07,2200,Denmark,Married/separated,2
887,"Tyburski, Harris",Male,1971-12-24,2300,Denmark,Never married,2
888,"Bland, Najwa",Female,1959-07-14,2400,Denmark,Married/separated,0
889,"Yang, Faleoge",Female,1973-04-28,2300,Denmark,Divorced,0
890,"Price, Crispin",Male,1964-01-15,2400,Denmark,Divorced,0
891,"Lee, Ryan",Male,1959-02-09,2200,Denmark,Married/separated,2
892,"Sawyers, Dakota",Female,1965-09-19,2300,Denmark,Divorced,0
893,"Chapman, Mia",Female,1955-06-20,2300,Poland,Married/separated,0
894,"Rae, Phillip",Male,1971-05-19,2400,Turkey,Never married,0
895,"Reza Vega, Jorge",Male,1971-08-18,2100,Denmark,Never married,0
896,"Morales, Jaime",Male,1956-03-20,2400,Denmark,Divorced,0
897,"Borbon, Joshua",Male,1971-08-02,2300,Denmark,Married/separated,0
898,"Kimmel, Rachel",Female,1954-03-08,2100,Denmark,Divorced,0
899,"Santee, Tashina",Female,1962-06-14,2300,Denmark,Married/separated,2
900,"Martinez, Chantell",Female,1960-02-07,2400,Denmark,Married/separated,2
901,"Moua, Megan",Female,1961-02-08,2300,Denmark,Married/separated,2
902,"Connelley, Aaren-Matthew",Male,1967-03-29,2200,Denmark,Married/separated,0
903,"Ramirez, Richard",Male,1969-02-19,2200,Denmark,Divorced,0
904,"Duncan, Claire",Female,1968-07-11,2400,Denmark,Never married,2
905,"Mcfarland, Jaylen",Male,1956-12-05,2400,Denmark,Married/separated,0
906,"Ryberg, Ryley",Male,1972-03-11,2300,Denmark,Never married,0
907,"Schmeda, Valeria",Female,1958-11-17,2200,Denmark,Never married,2
908,"Niko, Kevin",Male,1956-07-14,2200,Denmark,Married/separated,0
909,"Moselina, Joshua",Male,1972-08-03,2400,Denmark,Divorced,0
910,"Gonzales, Allison",Female,1959-11-09,2200,Denmark,Married/separated,0
911,"Goheen, Jonathan",Male,1962-11-12,2200,Denmark,Married/separated,0
912,"el-Ammar, Raashid",Male,1960-12-27,2400,Denmark,Divorced,0
913,"Jimenez, Idalis",Female,1957-02-02,2400,Denmark,Married/separated,2
914,"el-Kalil, Abdul Kader",Male,1962-08-16,2400,Denmark,Divorced,2
915,"Kazee, Thalia",Female,1956-12-15,2400,Italy,Never married,0
916,"Aguon, Adrian",Male,1970-01-09,2300,Denmark,Married/separated,0
917,"Hernandez, Esmeralda",Female,1965-12-17,2200,Denmark,Married/separated,0
918,"Seitz, Shania",Female,1958-08-15,2100,Lithuania,Divorced,2
919,"Simpson, Justin",Male,1966-05-26,2100,Denmark,Never married,0
920,"Ramsey, Eduardo",Male,1965-07-13,2400,Denmark,Married/separated,2
921,"Miller, Jacob",Male,1965-06-23,2400,Denmark,Married/separated,0
922,"Kaur, Joseph",Male,1957-12-15,2300,Denmark,Married/separated,0
923,"Burgett, Alexander",Male,1969-09-22,2400,Denmark,Divorced,0
924,"Gossett, Kara",Female,1970-10-15,2200,Denmark,Never married,0
925,"al-Azizi, Haani",Male,1963-04-05,2400,Denmark,Married/separated,0
926,"Sharma, Kathleen",Female,1954-08-02,2400,Ireland,Married/separated,0
927,"al-Salek, Faisal",Male,1962-03-26,2100,China,Divorced,0
928,"Deleplancque, Erin",Female,1957-04-17,2300,Denmark,Married/separated,0
929,"Moore, Allen-Dean",Male,1957-03-01,2200,Denmark,Married/separated,0
930,"Mendicino, Tyler",Male,1964-08-24,2200,Lithuania,Never married,0
931,"Guerrero, Emilio",Male,1962-08-24,2400,Denmark,Married/separated,0
932,"Nguyen, Elaine",Female,1967-03-11,2200,Denmark,Married/separated,0
933,"Chavkin, Jennifer",Female,1972-04-14,2400,Denmark,Married/separated,2
934,"al-Hallal, Arkaan",Male,1967-05-07,2200,Denmark,Never married,2
935,"Rains, Ezequiel",Male,1955-02-01,2200,Denmark,Married/separated,0
936,"Smith, Sara",Female,1965-01-04,2400,Denmark,Never married,0
937,"Villa, Joshua",Male,1960-03-21,2400,Denmark,Never married,0
938,"Naseri, Paulette",Female,1960-02-05,2300,Denmark,Divorced,2
939,"el-Younan, Abdul Haadi",Male,1972-04-10,2400,Denmark,Married/separated,0
940,"el-Salam, Mawzoona",Female,1970-09-04,2400,Denmark,Never married,0
941,"Hoover, Briana",Female,1972-04-10,2400,Denmark,Never married,0
942,"al-Sani, Jareer",Male,1961-04-28,2400,Denmark,Divorced,2
943,"el-Jafari, Baasim",Male,1959-04-02,2400,Denmark,Married/separated,0
944,"Jun, Sabrina",Female,1959-06-02,2200,Denmark,Married/separated,0
945,"el-Matar, Zain",Male,1970-12-27,2300,Denmark,Never married,0
946,"el-Bangura, Kamaal",Male,1962-08-13,2300,Denmark,Married/separated,2
947,"Tuytschaevers, Steven",Male,1971-09-23,2300,USA,Married/separated,0
948,"al-Dallal, Asmaa",Female,1970-05-23,2400,Denmark,Divorced,0
949,"al-Majeed, Faaid",Male,1954-08-17,2400,Denmark,Married/separated,0
950,"Hill, Anthony",Male,1968-05-06,2200,Denmark,Never married,2
951,"al-Can, Hilmiyya",Female,1954-08-09,2400,Denmark,Married/separated,0
952,"Cabral, Alysia",Female,1970-05-16,2300,Denmark,Married/separated,0
953,"Keodara, Harshil",Male,1969-07-11,2400,Denmark,Divorced,2
954,"el-Ashraf, Imraan",Male,1954-11-16,2400,Denmark,Married/separated,0
955,"Rodriguez Martinez, San Juana",Female,1964-10-26,2200,Denmark,Married/separated,2
956,"Granger, Mario",Male,1966-05-23,2200,Denmark,Divorced,0
957,"Kruljac, Victoria",Female,1972-09-02,2200,Denmark,Never married,2
958,"Lowe, Westin",Male,1971-10-06,2200,Denmark,Married/separated,0
959,"Garcia, Cierra",Female,1970-07-29,2400,Denmark,Married/separated,2
960,"Garza, Ashley",Female,1966-01-04,2300,Denmark,Married/separated,0
961,"Yohannes, Jailyn",Female,1960-03-25,2400,Denmark,Never married,0
962,"Lau, Lee Ann",Female,1967-08-26,2400,Denmark,Married/separated,0
963,"Black, Afu",Male,1961-01-20,2400,Denmark,Married/separated,0
964,"Moon, Anthony",Male,1966-09-03,2200,Denmark,Married/separated,0
965,"Paris, Kaila",Female,1958-10-07,2400,Denmark,Divorced,0
966,"al-Salaam, Abdul Maalik",Male,1959-12-14,2200,Denmark,Married/separated,0
967,"Ramirez, Horacio",Male,1954-07-24,2300,Denmark,Married/separated,0
968,"Alferos, Mckylaa",Female,1969-01-27,2400,Denmark,Married/separated,0
969,"Didde, Byung Hoon",Male,1956-04-25,2100,Denmark,Never married,0
970,"el-Farooqui, Urwa",Female,1970-06-09,2400,Denmark,Married/separated,0
971,"Jimmerson, Jemar",Male,1967-02-15,2300,Denmark,Never married,0
972,"el-Hammoud, Rafeeq",Male,1971-02-06,2400,Denmark,Divorced,0
973,"Orwig, Mcmanus",Male,1958-09-28,2400,Denmark,Divorced,0
974,"Boisselle, Klayson",Male,1968-06-18,2300,Denmark,Married/separated,0
975,"Robinson, Christopher",Male,1966-07-16,2200,Denmark,Never married,2
976,"Whitehead, Maurilio",Male,1965-01-31,2400,Denmark,Married/separated,0
977,"West, Evangeline",Female,1960-03-15,2400,Denmark,Married/separated,2
978,"Thompson, Justin",Male,1965-01-03,2200,Syria,Married/separated,0
979,"Singh, Brooke",Female,1969-05-07,2400,Denmark,Never married,2
980,"Wells, Jamice",Female,1958-01-05,2400,Denmark,Never married,2
981,"al-Shafi, Labeeb",Male,1968-09-29,2400,Poland,Married/separated,0
982,"Robinson, Luis",Male,1963-07-13,2300,Denmark,Married/separated,0
983,"al-Quadri, Haatim",Male,1962-02-10,2400,Denmark,Married/separated,0
984,"Sward, Patricia",Female,1958-10-29,2100,Denmark,Divorced,2
985,"Tchenawou, Ethan",Male,1960-04-06,2200,Denmark,Married/separated,0
986,"el-Ishmael, Katheer",Male,1966-09-13,2300,Denmark,Married/separated,2
987,"Moore, Cheyenne",Female,1958-06-21,2400,Denmark,Married/separated,2
988,"Cunningham, Tamia",Female,1963-08-16,2400,Denmark,Never married,0
989,"Ong, Christopher",Male,1966-05-26,2400,Denmark,Never married,0
990,"James, Eric",Male,1973-12-16,2300,Denmark,Divorced,0
991,"Rice, Aranda",Female,1956-08-30,2400,Denmark,Married/separated,2
992,"Terry, Julia",Female,1961-07-10,2300,Denmark,Married/separated,0
993,"el-Azer, Mahmooda",Female,1969-12-10,2300,Denmark,Married/separated,0
994,"Richardson, Itzel",Female,1960-07-19,2300,Denmark,Married/separated,0
995,"Gary, Maria Liza",Female,1958-01-26,2200,Denmark,Married/separated,0
996,"Fisco Jr, Al",Male,1961-08-25,2400,Denmark,Married/separated,2
997,"Nguyen, Wesley",Male,1970-11-22,2200,Denmark,Married/separated,0
998,"Phelps, Victoria",Female,1959-06-15,2200,Denmark,Married/separated,0
999,"Martinez, Amairani",Female,1966-10-21,2400,Denmark,Married/separated,0
1000,"Brito, Blaze",Male,1967-03-18,2300,Denmark,Married/separated,2
1001,"San, Seung",Female,1960-09-18,2200,Denmark,Married/separated,0
1002,"al-Azer, Daifallah",Male,1958-08-09,2200,Denmark,Married/separated,0
1003,"Stayton, Jeisen",Male,1964-06-13,2400,Denmark,Never married,0
1004,"Verde, Jacob",Male,1965-10-15,2100,Denmark,Married/separated,0
1005,"Beurman, Matthew",Male,1970-11-07,2200,Denmark,Never married,2
1006,"Nguyen, Christopher",Male,1973-06-24,2400,Denmark,Never married,0
1007,"Wilson, Ed'Lexus",Female,1967-07-22,2400,Denmark,Married/separated,2
1008,"Cabral, Edgar",Male,1960-06-12,2200,Denmark,Married/separated,0
1009,"Grover, Mathew",Male,1954-04-22,2300,Denmark,Married/separated,0
1010,"Corbett, Theador",Male,1957-06-03,2400,Denmark,Married/separated,2
1011,"Jones, Christopher",Male,1971-08-05,2300,Denmark,Married/separated,0
1012,"Juarez, Daniela",Female,1963-09-04,2400,Denmark,Married/separated,0
1013,"Chan, Mark",Male,1964-12-08,2200,Denmark,Married/separated,2
1014,"Deherrera, Jose",Male,1961-09-03,2400,Denmark,Never married,0
1015,"Le, Whitney",Female,1956-10-16,2400,Sweden,Married/separated,0
1016,"Vorwald, Dylan",Male,1957-08-30,2400,Denmark,Married/separated,0
1017,"Talain, Sarah",Female,1972-08-16,2300,Denmark,Married/separated,0
1018,"Bruner, Jackson",Male,1960-04-02,2300,Denmark,Never married,2
1019,"Chau, Olivia",Female,1972-11-19,2200,Denmark,Married/separated,0
1020,"Miller, Jade",Male,1958-12-10,2300,Denmark,Divorced,0
1021,"Moselina, Phu",Male,1973-04-09,2300,Denmark,Married/separated,0
1022,"Rosemond, Louis",Male,1974-02-21,2400,Denmark,Never married,0
1023,"Lopez Rodriguez, Danae",Female,1969-08-17,2400,Denmark,Divorced,0
1024,"Gabel, Steven",Male,1956-09-11,2400,Denmark,Married/separated,2
1025,"al-Kamali, Faraj",Male,1960-08-05,2100,Denmark,Divorced,0
1026,"Bacich, Alexander",Male,1969-12-10,2300,Denmark,Never married,0
1027,"Nieblas-Nava, Avina",Female,1964-07-21,2300,Denmark,Married/separated,2
1028,"Tran, Monghuyen",Female,1963-11-19,2400,Denmark,Married/separated,0
1029,"Contreras, Martha",Female,1972-08-28,2200,Denmark,Married/separated,0
1030,"Jones, Alexander",Male,1954-05-05,2400,Lithuania,Widowed,2
1031,"Macias, Jeanette",Female,1972-02-06,2100,Denmark,Widowed,0
1032,"Mills, Kyoung Min",Male,1965-08-18,2300,Denmark,Never married,0
1033,"al-Shakir, Hamdoona",Female,1958-04-28,2300,Denmark,Divorced,0
1034,"Mc Clelland, Timera",Female,1954-04-07,2400,Denmark,Married/separated,0
1035,"Schuckman, Orion",Male,1966-09-02,2400,Morocco,Married/separated,0
1036,"al-Farooqui, Zainab",Female,1971-07-12,2400,Denmark,Married/separated,0
1037,"Nguyen, Wenli",Female,1956-11-15,2200,Denmark,Married/separated,0
1038,"al-Ahmed, Haaniya",Female,1968-09-03,2200,Denmark,Married/separated,0
1039,"Sailas, Manuel",Male,1973-04-03,2300,Denmark,Married/separated,0
1040,"Davis, Heidi",Female,1967-06-08,2200,Denmark,Married/separated,0
1041,"Kuebler, Sidney",Female,1967-10-01,2400,Denmark,Married/separated,0
1042,"Rowe, Nathan",Male,1967-05-01,2400,Denmark,Widowed,0
1043,"Shanley, Joshua",Male,1964-07-26,2200,Denmark,Married/separated,0
1044,"Ardito, James",Male,1963-12-16,2400,Denmark,Married/separated,2
1045,"Olivas-Lujan, Giovanni",Male,1968-01-25,2300,Sweden,Divorced,0
1046,"Flowers, Julia",Female,1960-01-01,2200,Spain,Married/separated,0
1047,"Holiday, Amber",Female,1959-08-13,2400,Denmark,Never married,0
1048,"Cordova, Brianca",Female,1962-10-26,2200,Denmark,Married/separated,0
1049,"Luks, Iysia",Female,1967-02-21,2200,Denmark,Married/separated,0
1050,"Edwards, Stephen",Male,1960-10-12,2400,Greece,Married/separated,0
1051,"Meyers, Andrew",Male,1963-07-31,2400,Denmark,Never married,0
1052,"Pauls, Emilio",Male,1954-06-08,2400,Denmark,Divorced,0
1053,"al-Faris, Haarith",Male,1973-12-12,2400,Denmark,Married/separated,2
1054,"Abbott, Adam",Male,1967-07-24,2200,Denmark,Never married,0
1055,"Lehi, Kloe",Female,1966-03-15,2200,Syria,Married/separated,0
1056,"Mclin, Marc",Male,1954-12-06,2400,Denmark,Never married,0
1057,"Urieta, Gustavo",Male,1970-04-06,2400,Denmark,Never married,0
1058,"Chichester, Karen",Female,1958-01-30,2200,Denmark,Divorced,0
1059,"Jenkins, Renae",Female,1959-04-10,2300,Somalia,Never married,0
1060,"Oleary, Justin",Male,1966-02-15,2400,Denmark,Married/separated,2
1061,"al-Sami, Saalim",Male,1966-07-21,2300,Denmark,Never married,0
1062,"Hollowell, Allison",Female,1956-06-01,2400,Denmark,Never married,2
1063,"Little, Marlana",Female,1965-03-01,2400,Denmark,Married/separated,0
1064,"Lapaz, Charles",Male,1956-06-04,2200,Denmark,Divorced,0
1065,"el-Agha, Arwa",Female,1964-04-08,2400,Denmark,Married/separated,0
1066,"West, Thewodros",Male,1970-02-13,2400,Denmark,Married/separated,2
1067,"Tran, Jungsoo",Male,1962-11-18,2200,Denmark,Divorced,0
1068,"Craft, Ladreshalek",Female,1965-04-08,2200,Denmark,Married/separated,2
1069,"Murad, Judy",Female,1974-01-24,2200,Denmark,Never married,2
1070,"Colquitt, Eric",Male,1963-03-19,2300,Denmark,Married/separated,0
1071,"Smith, Tara",Female,1960-10-09,2300,Denmark,Married/separated,0
1072,"el-Farra, Sultan",Male,1963-01-26,2300,Denmark,Married/separated,0
1073,"Osmanovic, Amanda",Female,1972-12-11,2400,Denmark,Married/separated,0
1074,"Bosch, Taylor",Female,1957-04-07,2200,Denmark,Never married,0
1075,"Mor, Thuong",Female,1964-10-20,2300,Denmark,Married/separated,2
1076,"Schubert, Gary",Male,1973-04-23,2200,Denmark,Married/separated,2
1077,"Busby, Waylene",Female,1973-07-25,2300,Denmark,Married/separated,0
1078,"Asad, Hsiang",Male,1966-05-15,2200,Denmark,Married/separated,0
1079,"Merryman, Alan",Male,1961-11-02,2100,Denmark,Never married,2
1080,"Guillory, Marissa",Female,1969-07-26,2400,Denmark,Married/separated,0
1081,"Hoang, Robert",Male,1969-03-14,2300,Denmark,Divorced,0
1082,"Hughes, Silas",Male,1963-12-31,2400,Denmark,Married/separated,0
1083,"Davis, Logan",Male,1967-01-20,2300,Denmark,Married/separated,0
